순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
773,만해 한용운 님의침묵,한명구,주식회사 시네마서울,,시네마 뉴원,2023-06-29,개봉영화,장편,한국,10,"21,566,949","1,799","10,715,099",905,드라마,15세이상관람가,일반영화
774,티빙 오리지널 운수 오진 날,필감성,"스튜디오 드래곤,스튜디오엔(주)",,씨제이 씨지브이(CJ CGV)(주),2023-11-17,개봉영화,장편,한국,9,"20,822,500","1,797","20,822,500","1,797",스릴러,청소년관람불가,일반영화
775,귀멸의 칼날: 합동 강화 훈련 개막편,소토자키 하루오,,주식회사 애니맥스브로드캐스팅코리아,주식회사 애니맥스브로드캐스팅코리아,2025-08-01,개봉영화,장편,일본,87,"18,092,300","1,792","4,525,900",444,애니메이션,15세이상관람가,일반영화
776,메이킹 다큐멘터리 `스즈메의 문단속`을 따라가다,마츠모토 소,,(주)미디어캐슬,(주)쇼박스,2024-01-10,개봉영화,장편,일본,42,"16,115,218","1,774","9,206,116",977,다큐멘터리,전체관람가,일반영화
777,2024 태민 월드 투어 [이페머럴 게이즈],,,,씨제이 씨지브이(CJ CGV)(주),2025-07-18,개봉영화,장편,한국,8,"35,154,000","1,759","27,267,000","1,364",공연,전체관람가,일반영화
778,극장판 폴 프린세스!!,에조에 히토미,,동우에이앤이(주),동우에이앤이(주),2024-07-03,개봉영화,장편,일본,35,"16,366,707","1,749","10,799,290","1,119",애니메이션,전체관람가,일반영화
779,바비 IMAX,그레타 거윅,,워너브러더스 코리아(주),워너브러더스 코리아(주),2023-11-01,개봉영화,장편,미국,20,"28,875,000","1,724","14,094,000",785,드라마,12세이상관람가,일반영화
780,신 울트라맨,히구치 신지,,(주)도키엔터테인먼트,와이드 릴리즈(주),2023-12-06,개봉영화,장편,일본,53,"15,625,989","1,721","7,099,096",713,SF,전체관람가,일반영화
781,기동전사 건담: 섬광의 하사웨이,무라세 슈코,,(주)에스피오 엔터테인먼트코리아,(주)미디어캐슬,2026-04-24,개봉영화,장편,일본,12,"19,228,100","1,710","9,693,500",844,애니메이션,15세이상관람가,일반영화
782,블랙 워터: 어비스,앤드류 트라우키,,(주)올스타엔터테인먼트,주식회사 원더스튜디오,2023-06-14,개봉영화,장편,호주,56,"14,254,975","1,687","3,656,200",351,액션,15세이상관람가,일반영화
783,"[마이 아티 필름] 루시: 개화, 히어로 그리고 낙화",,(주)씨제이이엔엠,,씨제이 씨지브이(CJ CGV)(주),2024-08-28,개봉영화,장편,한국,1,"20,216,000","1,687","20,216,000","1,687",판타지,전체관람가,일반영화
784,[마이 아티 필름] 보이넥스트도어 : 부모님 관람 불가,,(주)씨제이이엔엠,,씨제이 씨지브이(CJ CGV)(주),2024-09-04,개봉영화,장편,한국,1,"20,128,000","1,679","20,128,000","1,679",드라마,전체관람가,일반영화
785,수운잡방,최연수,"KBS,(주)아센디오",,와이드 릴리즈(주),2023-12-02,개봉영화,장편,한국,11,"21,709,300","1,655","19,211,600","1,425",드라마,12세이상관람가,일반영화
786,그림자 고백,이대경,(주)아센디오,,와이드 릴리즈(주),2023-11-25,개봉영화,장편,한국,7,"16,877,200","1,653","16,612,700","1,627",드라마,15세이상관람가,일반영화
787,뮤지컬 오지게 재밌는 가시나들,,라이브(주),,(주)한국영상연합,2025-07-23,개봉영화,장편,한국,14,"32,786,000","1,651","22,144,000","1,109",뮤지컬,전체관람가,일반영화
788,만담,조승식,메타코미디,,씨지브이 아이스콘,2025-02-05,개봉영화,장편,한국,28,"23,469,500","1,640","16,257,000","1,159",공연,12세이상관람가,일반영화
789,[마이 아티 필름] 온앤오프 : 뷰티풀 뷰티풀,,(주)씨제이이엔엠,,씨제이 씨지브이(CJ CGV)(주),2024-08-07,개봉영화,장편,한국,1,"19,276,000","1,608","19,276,000","1,608",드라마,전체관람가,일반영화
790,뮤지컬 라파치니의 정원,,,,(주)한국영상연합,2025-07-09,개봉영화,장편,한국,14,"31,815,500","1,603","20,498,000","1,030",공연,12세이상관람가,일반영화
791,나의 그리스식 웨딩 3,니아 발다로스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2023-09-20,개봉영화,장편,미국,7,"14,346,412","1,595","11,714,512","1,299",코미디,12세이상관람가,일반영화
792,뿌까의 짜장면파티,박상용,(주)에픽캔,,(주)에픽캔,2022-07-04,개봉영화,장편,한국,11,"9,511,000","1,583","174,000",29,기타,전체관람가,일반영화
793,백지영 콘서트 인 시네마,조윤수,(주)영화사 그램,,"롯데컬처웍스(주)롯시플,(주)영화사 그램",2023-11-10,개봉영화,장편,한국,47,"14,346,450","1,558","8,082,360",851,공연,전체관람가,일반영화
794,사일런트 나잇,오우삼,,주식회사 풍경소리,이화배컴퍼니(주),2024-07-17,개봉영화,장편,미국,65,"13,712,100","1,531","5,583,700",614,액션,청소년관람불가,일반영화
795,타임코드 57,러스티 컨디에프,,(주)퍼스트런,(주)무비다이브,2023-11-22,개봉영화,장편,미국,47,"12,162,551","1,531","5,820,778",735,SF,12세이상관람가,일반영화
796,디텍티브 나이트: 가면의 밤,에드워드 드레이크,,(주)엔케이컨텐츠,(주)디스테이션,2023-02-08,개봉영화,장편,미국,51,"13,000,596","1,515","3,795,400",389,범죄,15세이상관람가,일반영화
797,엔하이픈 : 이머전 인 시네마,김경국,"(주)어메이즈브이알코리아,씨제이포디플렉스 주식회사",,씨제이포디플렉스 주식회사,2026-04-08,개봉영화,장편,한국,17,"21,098,000","1,507","14,098,000","1,007",기타,전체관람가,일반영화
798,이매진 드래곤스: 라이브 프롬 더 할리우드 볼,,,,씨제이포디플렉스 주식회사,2025-03-26,개봉영화,장편,미국,25,"37,425,000","1,497","28,125,000","1,125",공연,전체관람가,일반영화
799,프레데터: 죽음의 땅,댄 트라첸버그,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2025-11-05,개봉영화,장편,미국,953,"14,528,400","1,482","4,532,700",441,SF,15세이상관람가,일반영화
800,세인트 세이야: 더 비기닝,토멕 바진스키,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-05-31,개봉영화,장편,일본,48,"8,842,606","1,443","5,350,926",911,액션,12세이상관람가,일반영화
801,도뷔시,,,(주)월드시네마,시네마 뉴원,2024-05-23,개봉영화,장편,우크라이나,9,"13,702,800","1,442","8,168,000",884,액션,15세이상관람가,일반영화
802,"폴킴, 친애하는 당신께",,(주)아시아홈 엔터테인먼트,,씨지브이 아이스콘,2025-05-07,개봉영화,장편,한국,27,"28,578,500","1,429","21,999,500","1,100",다큐멘터리,전체관람가,일반영화
803,킬러들의 비행,,,(주)누리픽쳐스,(주)누리픽쳐스,2025-09-03,개봉영화,장편,미국,28,"12,887,800","1,426","6,609,600",618,액션,청소년관람불가,일반영화
804,투 브라더스,닥터 케이,"토우미디어,㈜닥터케이프로덕션",,㈜닥터케이프로덕션,2025-01-15,개봉영화,장편,한국,7,"14,136,000","1,394","10,033,300",988,다큐멘터리,15세이상관람가,일반영화
805,브루스 윌리스의 라스트 미션: 데이 투 다이,,,(주)퍼스트런,(주)무비다이브,2023-11-15,개봉영화,장편,캐나다,45,"11,083,678","1,379","5,535,539",688,액션,청소년관람불가,일반영화
806,몸값part.1,전우성,"주식회사 티빙,에스엘엘,클라이맥스 스튜디오(주)",,메가박스중앙(주),2023-07-05,개봉영화,장편,한국,54,"13,274,613","1,357","7,448,159",728,스릴러,청소년관람불가,일반영화
807,북 오브 러브,,,(주)스튜디오디에이치엘,(주)스튜디오디에이치엘,2023-06-21,개봉영화,장편,미국,31,"12,448,198","1,356","8,295,899",914,멜로/로맨스,12세이상관람가,일반영화
808,미생: 더할 나위 없었다,,스튜디오 드래곤,,씨지브이 아이스콘,2024-12-20,개봉영화,장편,한국,24,"16,145,000","1,355","11,390,000",928,드라마,15세이상관람가,일반영화
809,바이크 라이더스,제프 니콜스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2024-09-25,개봉영화,장편,미국,19,"13,871,900","1,348","8,807,500",843,액션,15세이상관람가,일반영화
810,EBS친구들 씽씽 댄스파티,,한국교육방송공사 EBS,,(주)에픽캔,2022-09-20,개봉영화,장편,한국,1,"7,904,000","1,306","708,000",118,가족,전체관람가,일반영화
811,블링크 트와이스,조 크라비츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2024-11-20,개봉영화,장편,미국,87,"12,204,500","1,299","6,177,100",640,드라마,청소년관람불가,일반영화
812,바람개비,이상훈,(주)오예스,,(주)디스테이션,2023-05-10,개봉영화,장편,한국,36,"11,959,927","1,284","8,596,500",919,액션,청소년관람불가,일반영화
813,팔로우드,앙트완 르,,(주)콘텐츠패밀리,(주)영화사오원,2023-03-22,개봉영화,장편,미국,51,"12,295,988","1,272","6,475,195",664,공포(호러),15세이상관람가,일반영화
814,재즈처럼 더 무비,,(주)아이피큐,,씨제이 씨지브이(CJ CGV)(주),2024-10-02,개봉영화,장편,한국,11,"24,418,000","1,221","23,358,000","1,168",드라마,15세이상관람가,일반영화
815,루팡 3세 더 무비: 불사신의 혈족,코이케 타케시,,(주)씨제이이엔엠,(주)씨제이이엔엠,2026-02-27,개봉영화,장편,일본,29,"12,351,600","1,207","5,588,700",535,애니메이션,15세이상관람가,일반영화
816,스피릿 핑거스! 1화,이철하,주식회사 넘버쓰리픽쳐스,,주식회사 넘버쓰리픽쳐스,2025-08-20,개봉영화,장편,한국,21,"8,344,000","1,192","7,035,000","1,005",드라마,12세이상관람가,일반영화
817,더 로즈: 컴 백 투 미,이성민,,,씨제이포디플렉스 주식회사,2026-02-14,개봉영화,장편,미국,23,"27,975,000","1,179","24,950,000","1,058",공연,12세이상관람가,일반영화
818,부고니아,요르고스 란티모스,,,(주)씨제이이엔엠,2025-11-05,개봉영화,장편,미국,527,"12,641,000","1,171","11,721,700","1,076",스릴러,청소년관람불가,일반영화
819,브릭레이어,레니 할린,,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",2025-05-28,개봉영화,장편,헝가리,31,"11,059,400","1,154","7,014,600",743,액션,15세이상관람가,일반영화
820,폭스 헌트,장립가,,(주)조이엔시네마,"(주)다자인소프트,(주)제이앤씨미디어그룹",2025-08-13,개봉영화,장편,홍콩,47,"10,855,200","1,148","6,000,600",590,범죄,15세이상관람가,일반영화
821,몸값part.2,전우성,"주식회사 티빙,에스엘엘,클라이맥스 스튜디오(주),파라마운트 글로벌 컨텐츠 디스트리뷰션 그룹",,메가박스중앙(주),2023-07-05,개봉영화,장편,한국,48,"10,943,283","1,147","5,369,927",555,스릴러,청소년관람불가,일반영화
822,플레이 뮤지컬 핑크퐁과 아기상어의 생일파티 대소동,김민석,더핑크퐁컴퍼니(주),,씨제이 씨지브이(CJ CGV)(주),2023-05-17,개봉영화,장편,한국,27,"13,850,500","1,134","6,117,000",453,공연,전체관람가,일반영화
823,"미스터김, 영화관에 가다",김동호,"(주)타이거스튜디오,(주)사나이픽처스",,메가박스중앙(주) 플러스엠 엔터테인먼트,2026-02-19,개봉영화,장편,한국,17,"9,734,600","1,133","7,313,500",805,다큐멘터리,전체관람가,일반영화
824,터커 & 데일 Vs 이블,일라이 크레이그,,(주)콘텐츠판다,(주)콘텐츠판다,2024-08-28,개봉영화,장편,미국,34,"9,688,094","1,133","4,834,299",556,코미디,청소년관람불가,일반영화
825,뮤지컬 윌리엄과 윌리엄의 윌리엄들,김은영,한국문화예술위원회,,주식회사 푸른잎커뮤니케이션,2023-06-28,개봉영화,장편,한국,9,"22,543,000","1,128","15,780,000",789,공연,12세이상관람가,일반영화
826,세이 예스 어게인,,,초코필름,(주)팝엔터테인먼트,2023-10-18,개봉영화,장편,대만,65,"8,255,400","1,118","4,167,550",583,멜로/로맨스,12세이상관람가,일반영화
827,너를 부르는 시간,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2023-11-15,개봉영화,장편,중국,36,"10,734,258","1,100","4,770,056",490,멜로/로맨스,12세이상관람가,일반영화
828,박정희: 경제대국을 꿈꾼 남자 특별판,손현우,(주)파이브데이,,메가박스중앙(주),2024-08-14,개봉영화,장편,한국,24,"8,296,900","1,091","3,640,700",465,공연,12세이상관람가,일반영화
829,김동하 : 커넥트,,메타코미디,,씨지브이 아이스콘,2025-04-02,개봉영화,장편,한국,22,"16,242,500","1,088","6,608,000",445,공연,청소년관람불가,일반영화
830,프레이 포 더 데블,다니엘 스탬,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2022-12-07,개봉영화,장편,미국,517,"10,675,000","1,068",0,0,미스터리,15세이상관람가,일반영화
831,조폭인 내가 고등학생이 되었습니다,이성택,주식회사 넘버쓰리픽쳐스,,주식회사 넘버쓰리픽쳐스,2024-02-22,개봉영화,장편,한국,16,"15,582,000","1,039","13,498,500",900,판타지,15세이상관람가,일반영화
832,차은우 : 메모리즈 인 시네마,김지애,"(주)어메이즈브이알코리아,씨제이포디플렉스 주식회사",,씨제이포디플렉스 주식회사,2025-09-24,개봉영화,장편,한국,25,"14,462,000","1,033","8,680,000",620,공연,전체관람가,일반영화
833,엽문의 시작,이입명,,(주)제이앤씨미디어그룹,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023-06-23,개봉영화,장편,중국,48,"11,192,000","1,030","399,500",37,액션,15세이상관람가,일반영화
834,극장판 노래하는☆왕자님♪ 타부 나이트 XXXX,,,(주)애니플러스,(주)애니플러스,2025-11-12,개봉영화,장편,일본,68,"10,001,200","1,028","8,137,100",826,애니메이션,전체관람가,일반영화
835,홍어의 역습,이수성,㈜리필름,,시네마 뉴원,2025-12-10,개봉영화,장편,한국,4,"9,282,500","1,021","8,019,500",859,코미디,12세이상관람가,일반영화
836,해피해피,이수성,㈜리필름,,시네마 뉴원,2025-05-29,개봉영화,장편,한국,14,"10,276,400","1,008","5,297,500",455,드라마,12세이상관람가,일반영화
837,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,타카하시 와타루,,(주)씨제이이엔엠,(주)씨제이이엔엠,2022-09-28,개봉영화,장편,일본,873,"6,874,000",982,0,0,애니메이션,전체관람가,일반영화
838,사랑의 불시착: 라이브 인 서울,박재석,(주)위즈온센,,"(주)위즈온센,씨제이 씨지브이(CJ CGV)(주)",2023-11-30,개봉영화,장편,한국,16,"17,259,500",951,"12,332,000",703,드라마,12세이상관람가,일반영화
839,올 더 네임즈 오브 갓,다니엘 칼파소로,,(주)올스타엔터테인먼트,"(주)이놀미디어,(주)플레이그램",2024-04-17,개봉영화,장편,헝가리,31,"8,290,400",940,"5,758,600",622,액션,12세이상관람가,일반영화
840,2023 심규선 단독 콘서트 : 우리 앞의 세계,이승남,,,(주)영화사 그램,2024-07-27,개봉영화,장편,한국,2,"22,646,000",936,"16,505,000",669,공연,전체관람가,일반영화
